time (UTC),longitude (degrees_east),latitude (degrees_north)
2012-07-10T12:00:00Z,107.947,-23.467
2012-07-10T18:00:00Z,107.968,-23.41
2012-07-11T00:00:00Z,107.987,-23.398
2012-07-11T06:00:00Z,108.017,-23.372
2012-07-11T12:00:00Z,108.038,-23.346
2012-07-11T18:00:00Z,108.058,-23.306
2012-07-12T00:00:00Z,108.05,-23.292
2012-07-12T06:00:00Z,108.05,-23.294
2012-07-12T12:00:00Z,108.068,-23.296
2012-07-12T18:00:00Z,108.08,-23.275
2012-07-13T00:00:00Z,108.07,-23.242
2012-07-13T06:00:00Z,108.062,-23.222
2012-07-13T12:00:00Z,108.042,-23.228
2012-07-13T18:00:00Z,108.04,-23.22
2012-07-14T00:00:00Z,108.03,-23.221
2012-07-14T06:00:00Z,108.048,-23.201
2012-07-14T12:00:00Z,108.058,-23.173
2012-07-14T18:00:00Z,108.06,-23.149
