time (UTC),longitude (degrees_east),latitude (degrees_north)
2012-04-28T18:00:00Z,127.014,-56.835
2012-04-29T00:00:00Z,127.085,-56.821
2012-04-29T06:00:00Z,127.135,-56.825
2012-04-29T12:00:00Z,127.185,-56.834
2012-04-29T18:00:00Z,127.236,-56.83
2012-04-30T00:00:00Z,127.305,-56.808
2012-04-30T06:00:00Z,127.381,-56.786
2012-04-30T12:00:00Z,127.473,-56.744
2012-04-30T18:00:00Z,127.506,-56.737
2012-05-01T00:00:00Z,127.609,-56.778
2012-05-01T06:00:00Z,127.713,-56.759
2012-05-01T12:00:00Z,127.789,-56.77
2012-05-01T18:00:00Z,127.922,-56.744
2012-05-02T00:00:00Z,127.948,-56.744
2012-05-02T06:00:00Z,128.058,-56.773
2012-05-02T12:00:00Z,128.136,-56.764
2012-05-02T18:00:00Z,128.229,-56.793
2012-05-03T00:00:00Z,128.325,-56.792
2012-05-03T06:00:00Z,128.375,-56.794
2012-05-03T12:00:00Z,128.443,-56.785
2012-05-03T18:00:00Z,128.478,-56.778
2012-05-04T00:00:00Z,128.525,-56.787
2012-05-04T06:00:00Z,128.566,-56.801
2012-05-04T12:00:00Z,128.641,-56.827
2012-05-04T18:00:00Z,128.723,-56.831
2012-05-05T00:00:00Z,128.774,-56.845
2012-05-05T06:00:00Z,128.863,-56.857
2012-05-05T12:00:00Z,128.926,-56.857
2012-05-05T18:00:00Z,129.009,-56.873
2012-05-06T00:00:00Z,129.085,-56.858
2012-05-06T06:00:00Z,129.151,-56.871
2012-05-06T12:00:00Z,129.253,-56.863
2012-05-06T18:00:00Z,129.296,-56.879
2012-05-07T00:00:00Z,129.363,-56.894
2012-05-07T06:00:00Z,129.39,-56.897
2012-05-07T12:00:00Z,129.451,-56.928
2012-05-07T18:00:00Z,129.525,-56.929
2012-05-08T00:00:00Z,129.583,-56.948
2012-05-08T06:00:00Z,129.663,-56.964
2012-05-08T12:00:00Z,129.724,-56.986
2012-05-08T18:00:00Z,129.805,-57.008
2012-05-09T00:00:00Z,129.857,-57.018
2012-05-09T06:00:00Z,129.878,-57.031
2012-05-09T12:00:00Z,129.934,-57.023
2012-05-09T18:00:00Z,130.078,-56.987
2012-05-10T00:00:00Z,130.207,-56.981
2012-05-10T06:00:00Z,130.366,-57.003
2012-05-10T12:00:00Z,130.501,-57.009
2012-05-10T18:00:00Z,130.619,-57.023
2012-05-11T00:00:00Z,130.739,-57.023
2012-05-11T06:00:00Z,130.841,-57.031
2012-05-11T12:00:00Z,130.949,-57.011
2012-05-11T18:00:00Z,131.061,-57.009
2012-05-12T00:00:00Z,131.135,-57.004
2012-05-12T06:00:00Z,131.205,-57.037
2012-05-12T12:00:00Z,131.281,-57.072
2012-05-12T18:00:00Z,131.408,-57.091
2012-05-13T00:00:00Z,131.513,-57.065
2012-05-13T06:00:00Z,131.617,-57.074
2012-05-13T12:00:00Z,131.723,-57.076
2012-05-13T18:00:00Z,131.813,-57.09
2012-05-14T00:00:00Z,131.903,-57.096
2012-05-14T06:00:00Z,131.955,-57.113
2012-05-14T12:00:00Z,132.023,-57.132
2012-05-14T18:00:00Z,132.085,-57.152
2012-05-15T00:00:00Z,132.153,-57.173
2012-05-15T06:00:00Z,132.197,-57.18
2012-05-15T12:00:00Z,132.192,-57.188
2012-05-15T18:00:00Z,132.154,-57.202
2012-05-16T00:00:00Z,132.121,-57.168
2012-05-16T06:00:00Z,132.138,-57.151
2012-05-16T12:00:00Z,132.177,-57.154
2012-05-16T18:00:00Z,132.188,-57.197
2012-05-17T00:00:00Z,132.263,-57.231
2012-05-17T06:00:00Z,132.288,-57.253
2012-05-17T12:00:00Z,132.379,-57.293
2012-05-17T18:00:00Z,132.473,-57.31
2012-05-18T00:00:00Z,132.567,-57.34
2012-05-18T06:00:00Z,132.684,-57.342
2012-05-18T12:00:00Z,132.706,-57.392
2012-05-18T18:00:00Z,132.848,-57.423
2012-05-19T00:00:00Z,132.945,-57.414
2012-05-19T06:00:00Z,133.029,-57.436
2012-05-19T12:00:00Z,133.152,-57.436
2012-05-19T18:00:00Z,133.204,-57.459
2012-05-20T00:00:00Z,133.291,-57.483
2012-05-20T06:00:00Z,133.346,-57.48
2012-05-20T12:00:00Z,133.449,-57.481
2012-05-20T18:00:00Z,133.518,-57.467
2012-05-21T00:00:00Z,133.546,-57.49
2012-05-21T06:00:00Z,133.544,-57.477
2012-05-21T12:00:00Z,133.509,-57.433
2012-05-21T18:00:00Z,133.591,-57.376
2012-05-22T00:00:00Z,133.681,-57.318
2012-05-22T06:00:00Z,133.791,-57.272
2012-05-22T12:00:00Z,133.901,-57.221
2012-05-22T18:00:00Z,134.036,-57.185
2012-05-23T00:00:00Z,134.171,-57.143
2012-05-23T06:00:00Z,134.254,-57.122
2012-05-23T12:00:00Z,134.351,-57.125
2012-05-23T18:00:00Z,134.422,-57.161
2012-05-24T00:00:00Z,134.566,-57.186
2012-05-24T06:00:00Z,134.707,-57.232
2012-05-24T12:00:00Z,134.892,-57.27
2012-05-24T18:00:00Z,135.048,-57.249
2012-05-25T00:00:00Z,135.195,-57.287
2012-05-25T06:00:00Z,135.429,-57.335
2012-05-25T12:00:00Z,135.596,-57.341
2012-05-25T18:00:00Z,135.746,-57.346
2012-05-26T00:00:00Z,135.908,-57.322
2012-05-26T06:00:00Z,136.029,-57.315
2012-05-26T12:00:00Z,136.233,-57.306
2012-05-26T18:00:00Z,136.369,-57.294
2012-05-27T00:00:00Z,136.55,-57.292
2012-05-27T06:00:00Z,136.71,-57.247
2012-05-27T12:00:00Z,136.801,-57.241
2012-05-27T18:00:00Z,136.929,-57.237
2012-05-28T00:00:00Z,137.03,-57.247
2012-05-28T06:00:00Z,137.239,-57.256
2012-05-28T12:00:00Z,137.428,-57.191
2012-05-28T18:00:00Z,137.59,-57.182
2012-05-29T00:00:00Z,137.794,-57.098
2012-05-29T06:00:00Z,137.944,-57.024
2012-05-29T12:00:00Z,138.116,-56.968
2012-05-29T18:00:00Z,138.268,-56.898
2012-05-30T00:00:00Z,138.361,-56.845
2012-05-30T06:00:00Z,138.443,-56.804
2012-05-30T12:00:00Z,138.452,-56.776
2012-05-30T18:00:00Z,138.427,-56.775
2012-05-31T00:00:00Z,138.55,-56.762
2012-05-31T06:00:00Z,138.523,-56.666
