time (UTC),longitude (degrees_east),latitude (degrees_north)
2011-12-17T12:00:00Z,110.967,-54.589
2011-12-17T18:00:00Z,110.978,-54.594
2011-12-18T00:00:00Z,110.988,-54.61
2011-12-18T06:00:00Z,110.998,-54.621
2011-12-18T12:00:00Z,111.018,-54.627
2011-12-18T18:00:00Z,111.028,-54.638
2011-12-19T00:00:00Z,111.072,-54.636
2011-12-19T06:00:00Z,111.08,-54.636
2011-12-19T12:00:00Z,111.107,-54.64
2011-12-19T18:00:00Z,111.13,-54.633
2011-12-20T00:00:00Z,111.157,-54.646
2011-12-20T06:00:00Z,111.197,-54.657
2011-12-20T12:00:00Z,111.255,-54.668
2011-12-20T18:00:00Z,111.307,-54.661
2011-12-21T00:00:00Z,111.347,-54.663
2011-12-21T06:00:00Z,111.414,-54.667
2011-12-21T12:00:00Z,111.465,-54.681
2011-12-21T18:00:00Z,111.525,-54.7
2011-12-22T00:00:00Z,111.558,-54.707
2011-12-22T06:00:00Z,111.595,-54.734
2011-12-22T12:00:00Z,111.647,-54.738
2011-12-22T18:00:00Z,111.668,-54.742
2011-12-23T00:00:00Z,111.707,-54.751
2011-12-23T06:00:00Z,111.747,-54.756
2011-12-23T12:00:00Z,111.814,-54.754
2011-12-23T18:00:00Z,111.848,-54.743
2011-12-24T00:00:00Z,111.884,-54.743
2011-12-24T06:00:00Z,111.924,-54.734
2011-12-24T12:00:00Z,111.938,-54.731
2011-12-24T18:00:00Z,111.968,-54.726
2011-12-25T00:00:00Z,111.978,-54.722
2011-12-25T06:00:00Z,112.007,-54.731
2011-12-25T12:00:00Z,112.057,-54.736
2011-12-25T18:00:00Z,112.113,-54.732
2011-12-26T00:00:00Z,112.185,-54.705
2011-12-26T06:00:00Z,112.223,-54.674
2011-12-26T12:00:00Z,112.267,-54.657
2011-12-26T18:00:00Z,112.317,-54.662
2011-12-27T00:00:00Z,112.379,-54.658
2011-12-27T06:00:00Z,112.418,-54.644
2011-12-27T12:00:00Z,112.457,-54.648
2011-12-27T18:00:00Z,112.507,-54.64
2011-12-28T00:00:00Z,112.52,-54.631
2011-12-28T06:00:00Z,112.545,-54.636
2011-12-28T12:00:00Z,112.567,-54.64
2011-12-28T18:00:00Z,112.607,-54.64
2011-12-29T00:00:00Z,112.635,-54.632
2011-12-29T06:00:00Z,112.658,-54.622
2011-12-29T12:00:00Z,112.652,-54.606
2011-12-29T18:00:00Z,112.642,-54.598
2011-12-30T00:00:00Z,112.657,-54.594
2011-12-30T06:00:00Z,112.67,-54.594
2011-12-30T12:00:00Z,112.715,-54.612
2011-12-30T18:00:00Z,112.765,-54.633
2011-12-31T00:00:00Z,112.807,-54.653
2011-12-31T06:00:00Z,112.86,-54.664
2011-12-31T12:00:00Z,112.908,-54.665
2011-12-31T18:00:00Z,112.947,-54.698
2012-01-01T00:00:00Z,112.991,-54.714
2012-01-01T06:00:00Z,113.034,-54.743
2012-01-01T12:00:00Z,113.15,-54.749
2012-01-01T18:00:00Z,113.178,-54.754
2012-01-02T00:00:00Z,113.215,-54.777
2012-01-02T06:00:00Z,113.23,-54.772
2012-01-02T12:00:00Z,113.236,-54.779
2012-01-02T18:00:00Z,113.305,-54.774
2012-01-03T00:00:00Z,113.326,-54.786
2012-01-03T06:00:00Z,113.375,-54.807
2012-01-03T12:00:00Z,113.39,-54.809
2012-01-03T18:00:00Z,113.406,-54.833
2012-01-04T00:00:00Z,113.438,-54.834
2012-01-04T06:00:00Z,113.448,-54.844
2012-01-04T12:00:00Z,113.487,-54.85
2012-01-04T18:00:00Z,113.5,-54.856
2012-01-05T00:00:00Z,113.541,-54.874
2012-01-05T06:00:00Z,113.578,-54.874
2012-01-05T12:00:00Z,113.598,-54.883
2012-01-05T18:00:00Z,113.637,-54.891
2012-01-06T00:00:00Z,113.656,-54.899
2012-01-06T06:00:00Z,113.697,-54.909
2012-01-06T12:00:00Z,113.718,-54.907
2012-01-06T18:00:00Z,113.728,-54.915
2012-01-07T00:00:00Z,113.758,-54.907
2012-01-07T06:00:00Z,113.768,-54.907
2012-01-07T12:00:00Z,113.815,-54.92
2012-01-07T18:00:00Z,113.836,-54.92
2012-01-08T00:00:00Z,113.866,-54.932
2012-01-08T06:00:00Z,113.898,-54.918
2012-01-08T12:00:00Z,113.933,-54.919
2012-01-08T18:00:00Z,113.995,-54.921
2012-01-09T00:00:00Z,114.045,-54.936
2012-01-09T06:00:00Z,114.096,-54.956
2012-01-09T12:00:00Z,114.145,-54.983
2012-01-09T18:00:00Z,114.175,-55.003
2012-01-10T00:00:00Z,114.217,-55.054
2012-01-10T06:00:00Z,114.278,-55.101
2012-01-10T12:00:00Z,114.361,-55.14
2012-01-10T18:00:00Z,114.433,-55.161
2012-01-11T00:00:00Z,114.523,-55.148
2012-01-11T06:00:00Z,114.571,-55.158
2012-01-11T12:00:00Z,114.654,-55.177
2012-01-11T18:00:00Z,114.717,-55.199
2012-01-12T00:00:00Z,114.761,-55.223
2012-01-12T06:00:00Z,114.806,-55.258
2012-01-12T12:00:00Z,114.838,-55.28
2012-01-12T18:00:00Z,114.857,-55.319
2012-01-13T00:00:00Z,114.885,-55.35
2012-01-13T06:00:00Z,114.931,-55.383
2012-01-13T12:00:00Z,114.989,-55.411
2012-01-13T18:00:00Z,115.065,-55.433
2012-01-14T00:00:00Z,115.103,-55.46
2012-01-14T06:00:00Z,115.109,-55.463
2012-01-14T12:00:00Z,115.207,-55.506
2012-01-14T18:00:00Z,115.251,-55.534
2012-01-15T00:00:00Z,115.28,-55.577
2012-01-15T06:00:00Z,115.323,-55.644
2012-01-15T12:00:00Z,115.377,-55.707
2012-01-15T18:00:00Z,115.406,-55.791
2012-01-16T00:00:00Z,115.43,-55.876
2012-01-16T06:00:00Z,115.438,-55.959
2012-01-16T12:00:00Z,115.457,-56.024
2012-01-16T18:00:00Z,115.46,-56.084
2012-01-17T00:00:00Z,115.46,-56.15
2012-01-17T06:00:00Z,115.46,-56.208
2012-01-17T12:00:00Z,115.442,-56.264
2012-01-17T18:00:00Z,115.404,-56.309
2012-01-18T00:00:00Z,115.352,-56.366
2012-01-18T06:00:00Z,115.332,-56.417
2012-01-18T12:00:00Z,115.302,-56.464
2012-01-18T18:00:00Z,115.263,-56.523
2012-01-19T00:00:00Z,115.26,-56.591
2012-01-19T06:00:00Z,115.25,-56.664
2012-01-19T12:00:00Z,115.285,-56.743
2012-01-19T18:00:00Z,115.326,-56.797
2012-01-20T00:00:00Z,115.358,-56.843
2012-01-20T06:00:00Z,115.401,-56.889
2012-01-20T12:00:00Z,115.428,-56.951
2012-01-20T18:00:00Z,115.502,-57.014
2012-01-21T00:00:00Z,115.585,-57.023
2012-01-21T06:00:00Z,115.641,-57.031
2012-01-21T12:00:00Z,115.705,-57.024
2012-01-21T18:00:00Z,115.738,-57.02
2012-01-22T00:00:00Z,115.786,-57.028
2012-01-22T06:00:00Z,115.828,-57.038
2012-01-22T12:00:00Z,115.848,-57.066
2012-01-22T18:00:00Z,115.862,-57.074
2012-01-23T00:00:00Z,115.85,-57.082
2012-01-23T06:00:00Z,115.858,-57.066
2012-01-23T12:00:00Z,115.876,-57.063
2012-01-23T18:00:00Z,115.908,-57.061
2012-01-24T00:00:00Z,115.928,-57.059
2012-01-24T06:00:00Z,115.948,-57.055
2012-01-24T12:00:00Z,115.976,-57.048
2012-01-24T18:00:00Z,116,-57.026
2012-01-25T00:00:00Z,116.008,-57.014
2012-01-25T06:00:00Z,116.018,-56.989
2012-01-25T12:00:00Z,116.01,-56.975
2012-01-25T18:00:00Z,116.02,-56.974
2012-01-26T00:00:00Z,116.027,-56.982
2012-01-26T06:00:00Z,116.029,-56.983
2012-01-26T12:00:00Z,116.097,-56.927
2012-01-26T18:00:00Z,116.1,-56.926
2012-01-27T00:00:00Z,116.11,-56.853
2012-01-27T06:00:00Z,116.143,-56.832
2012-01-27T12:00:00Z,116.142,-56.795
2012-01-27T18:00:00Z,116.189,-56.776
2012-01-28T00:00:00Z,116.222,-56.714
2012-01-28T06:00:00Z,116.226,-56.692
2012-01-28T12:00:00Z,116.287,-56.637
2012-01-28T18:00:00Z,116.29,-56.59
2012-01-29T00:00:00Z,116.364,-56.553
2012-01-29T06:00:00Z,116.418,-56.488
2012-01-29T12:00:00Z,116.494,-56.456
2012-01-29T18:00:00Z,116.585,-56.386
2012-01-30T00:00:00Z,116.643,-56.322
2012-01-30T06:00:00Z,116.716,-56.26
2012-01-30T12:00:00Z,116.776,-56.191
2012-01-30T18:00:00Z,116.835,-56.137
2012-01-31T00:00:00Z,116.886,-56.078
2012-01-31T06:00:00Z,116.937,-56.032
2012-01-31T12:00:00Z,116.989,-55.991
2012-01-31T18:00:00Z,117.036,-55.951
2012-02-01T00:00:00Z,117.087,-55.927
2012-02-01T06:00:00Z,117.131,-55.906
2012-02-01T12:00:00Z,117.167,-55.884
2012-02-01T18:00:00Z,117.188,-55.857
2012-02-02T00:00:00Z,117.206,-55.842
2012-02-02T06:00:00Z,117.247,-55.821
2012-02-02T12:00:00Z,117.266,-55.8
2012-02-02T18:00:00Z,117.288,-55.781
2012-02-03T00:00:00Z,117.3,-55.766
2012-02-03T06:00:00Z,117.31,-55.753
2012-02-03T12:00:00Z,117.31,-55.735
2012-02-03T18:00:00Z,117.31,-55.717
2012-02-04T00:00:00Z,117.318,-55.696
2012-02-04T06:00:00Z,117.346,-55.684
2012-02-04T12:00:00Z,117.37,-55.661
2012-02-04T18:00:00Z,117.378,-55.635
2012-02-05T00:00:00Z,117.398,-55.604
2012-02-05T06:00:00Z,117.4,-55.568
2012-02-05T12:00:00Z,117.408,-55.551
2012-02-05T18:00:00Z,117.42,-55.528
2012-02-06T00:00:00Z,117.428,-55.524
2012-02-06T06:00:00Z,117.467,-55.517
2012-02-06T12:00:00Z,117.488,-55.51
2012-02-06T18:00:00Z,117.508,-55.504
2012-02-07T00:00:00Z,117.52,-55.483
2012-02-07T06:00:00Z,117.52,-55.47
2012-02-07T12:00:00Z,117.52,-55.469
2012-02-07T18:00:00Z,117.55,-55.438
2012-02-08T00:00:00Z,117.595,-55.433
2012-02-08T06:00:00Z,117.618,-55.421
2012-02-08T12:00:00Z,117.664,-55.435
2012-02-08T18:00:00Z,117.727,-55.43
2012-02-09T00:00:00Z,117.771,-55.413
2012-02-09T06:00:00Z,117.798,-55.397
2012-02-09T12:00:00Z,117.808,-55.396
2012-02-09T18:00:00Z,117.83,-55.4
2012-02-10T00:00:00Z,117.847,-55.412
2012-02-10T06:00:00Z,117.891,-55.431
2012-02-10T12:00:00Z,117.925,-55.413
2012-02-10T18:00:00Z,117.936,-55.43
2012-02-11T00:00:00Z,117.997,-55.419
2012-02-11T06:00:00Z,118,-55.421
2012-02-11T12:00:00Z,118.045,-55.434
2012-02-11T18:00:00Z,118.068,-55.438
2012-02-12T00:00:00Z,118.13,-55.452
2012-02-12T06:00:00Z,118.165,-55.412
2012-02-12T12:00:00Z,118.187,-55.42
2012-02-12T18:00:00Z,118.248,-55.397
2012-02-13T00:00:00Z,118.241,-55.399
2012-02-13T06:00:00Z,118.279,-55.419
2012-02-13T12:00:00Z,118.356,-55.427
2012-02-13T18:00:00Z,118.431,-55.446
2012-02-14T00:00:00Z,118.505,-55.424
2012-02-14T06:00:00Z,118.51,-55.426
2012-02-14T12:00:00Z,118.551,-55.439
2012-02-14T18:00:00Z,118.552,-55.441
2012-02-15T00:00:00Z,118.566,-55.466
2012-02-15T06:00:00Z,118.592,-55.453
2012-02-15T12:00:00Z,118.57,-55.472
2012-02-15T18:00:00Z,118.609,-55.474
2012-02-16T00:00:00Z,118.592,-55.479
2012-02-16T06:00:00Z,118.617,-55.498
2012-02-16T12:00:00Z,118.602,-55.503
2012-02-16T18:00:00Z,118.59,-55.532
2012-02-17T00:00:00Z,118.6,-55.553
2012-02-17T06:00:00Z,118.574,-55.583
2012-02-17T12:00:00Z,118.56,-55.622
2012-02-17T18:00:00Z,118.535,-55.66
2012-02-18T00:00:00Z,118.539,-55.675
2012-02-18T06:00:00Z,118.485,-55.705
2012-02-18T12:00:00Z,118.47,-55.747
2012-02-18T18:00:00Z,118.417,-55.765
2012-02-19T00:00:00Z,118.38,-55.794
2012-02-19T06:00:00Z,118.342,-55.863
2012-02-19T12:00:00Z,118.304,-55.914
2012-02-19T18:00:00Z,118.263,-55.958
2012-02-20T00:00:00Z,118.202,-55.999
2012-02-20T06:00:00Z,118.135,-56.058
2012-02-20T12:00:00Z,118.094,-56.109
2012-02-20T18:00:00Z,118.062,-56.157
2012-02-21T00:00:00Z,118.052,-56.186
2012-02-21T06:00:00Z,118.033,-56.233
2012-02-21T12:00:00Z,118.067,-56.274
2012-02-21T18:00:00Z,118.088,-56.305
2012-02-22T00:00:00Z,118.137,-56.32
2012-02-22T06:00:00Z,118.165,-56.326
2012-02-22T12:00:00Z,118.219,-56.324
2012-02-22T18:00:00Z,118.258,-56.313
2012-02-23T00:00:00Z,118.295,-56.309
2012-02-23T06:00:00Z,118.299,-56.309
2012-02-23T12:00:00Z,118.383,-56.309
2012-02-23T18:00:00Z,118.455,-56.303
2012-02-24T00:00:00Z,118.504,-56.305
2012-02-24T06:00:00Z,118.592,-56.305
2012-02-24T12:00:00Z,118.649,-56.296
2012-02-24T18:00:00Z,118.743,-56.284
2012-02-25T00:00:00Z,118.823,-56.249
2012-02-25T06:00:00Z,118.895,-56.214
2012-02-25T12:00:00Z,118.965,-56.175
2012-02-25T18:00:00Z,119.011,-56.126
2012-02-26T00:00:00Z,119.065,-56.062
2012-02-26T06:00:00Z,119.111,-56.022
2012-02-26T12:00:00Z,119.186,-55.969
2012-02-26T18:00:00Z,119.247,-55.912
2012-02-27T00:00:00Z,119.324,-55.87
2012-02-27T06:00:00Z,119.413,-55.814
2012-02-27T12:00:00Z,119.509,-55.776
2012-02-27T18:00:00Z,119.605,-55.722
2012-02-28T00:00:00Z,119.684,-55.699
2012-02-28T06:00:00Z,119.838,-55.645
2012-02-28T12:00:00Z,119.915,-55.589
2012-02-28T18:00:00Z,120.01,-55.564
2012-02-29T00:00:00Z,120.132,-55.513
2012-02-29T06:00:00Z,120.205,-55.501
2012-02-29T12:00:00Z,120.366,-55.495
2012-02-29T18:00:00Z,120.481,-55.491
2012-03-01T00:00:00Z,120.626,-55.505
2012-03-01T06:00:00Z,120.76,-55.512
2012-03-01T12:00:00Z,120.869,-55.532
2012-03-01T18:00:00Z,120.991,-55.555
2012-03-02T00:00:00Z,121.102,-55.586
2012-03-02T06:00:00Z,121.192,-55.621
2012-03-02T12:00:00Z,121.301,-55.658
2012-03-02T18:00:00Z,121.411,-55.679
2012-03-03T00:00:00Z,121.493,-55.698
2012-03-03T06:00:00Z,121.574,-55.727
2012-03-03T12:00:00Z,121.673,-55.752
2012-03-03T18:00:00Z,121.761,-55.772
2012-03-04T00:00:00Z,121.872,-55.78
2012-03-04T06:00:00Z,121.955,-55.795
2012-03-04T12:00:00Z,122.044,-55.809
2012-03-04T18:00:00Z,122.133,-55.83
2012-03-05T00:00:00Z,122.223,-55.847
2012-03-05T06:00:00Z,122.293,-55.866
2012-03-05T12:00:00Z,122.373,-55.881
2012-03-05T18:00:00Z,122.424,-55.899
2012-03-06T00:00:00Z,122.52,-55.932
2012-03-06T06:00:00Z,122.58,-55.956
2012-03-06T12:00:00Z,122.656,-55.994
2012-03-06T18:00:00Z,122.728,-56.023
2012-03-07T00:00:00Z,122.785,-56.054
2012-03-07T06:00:00Z,122.826,-56.079
2012-03-07T12:00:00Z,122.866,-56.108
2012-03-07T18:00:00Z,122.898,-56.133
2012-03-08T00:00:00Z,122.918,-56.164
2012-03-08T06:00:00Z,122.94,-56.198
2012-03-08T12:00:00Z,122.932,-56.22
2012-03-08T18:00:00Z,122.928,-56.251
2012-03-09T00:00:00Z,122.95,-56.274
2012-03-09T06:00:00Z,122.95,-56.315
2012-03-09T12:00:00Z,122.97,-56.357
2012-03-09T18:00:00Z,122.978,-56.397
2012-03-10T00:00:00Z,122.982,-56.419
2012-03-10T06:00:00Z,122.978,-56.456
2012-03-10T12:00:00Z,122.99,-56.474
2012-03-10T18:00:00Z,122.988,-56.497
2012-03-11T00:00:00Z,122.999,-56.503
2012-03-11T06:00:00Z,122.972,-56.523
2012-03-11T12:00:00Z,122.97,-56.556
2012-03-11T18:00:00Z,122.97,-56.592
2012-03-12T00:00:00Z,122.978,-56.617
2012-03-12T06:00:00Z,122.945,-56.62
2012-03-12T12:00:00Z,122.955,-56.656
2012-03-12T18:00:00Z,122.993,-56.656
2012-03-13T00:00:00Z,122.989,-56.686
2012-03-13T06:00:00Z,123.047,-56.712
2012-03-13T12:00:00Z,123.041,-56.738
2012-03-13T18:00:00Z,123.093,-56.787
2012-03-14T00:00:00Z,123.128,-56.812
2012-03-14T06:00:00Z,123.154,-56.867
2012-03-14T12:00:00Z,123.227,-56.886
2012-03-14T18:00:00Z,123.212,-56.908
2012-03-15T00:00:00Z,123.253,-56.949
2012-03-15T06:00:00Z,123.272,-56.958
2012-03-15T12:00:00Z,123.303,-57.003
2012-03-15T18:00:00Z,123.352,-57
2012-03-16T00:00:00Z,123.356,-57.032
2012-03-16T06:00:00Z,123.427,-57.038
2012-03-16T12:00:00Z,123.405,-57.046
2012-03-16T18:00:00Z,123.462,-57.074
2012-03-17T00:00:00Z,123.462,-57.065
2012-03-17T06:00:00Z,123.483,-57.112
2012-03-17T12:00:00Z,123.522,-57.125
2012-03-17T18:00:00Z,123.541,-57.192
2012-03-18T00:00:00Z,123.665,-57.208
2012-03-18T06:00:00Z,123.781,-57.233
2012-03-18T12:00:00Z,123.908,-57.264
2012-03-18T18:00:00Z,124.005,-57.272
2012-03-19T00:00:00Z,124.083,-57.307
2012-03-19T06:00:00Z,124.157,-57.321
2012-03-19T12:00:00Z,124.204,-57.333
2012-03-19T18:00:00Z,124.283,-57.343
2012-03-20T00:00:00Z,124.363,-57.342
2012-03-20T06:00:00Z,124.443,-57.36
2012-03-20T12:00:00Z,124.551,-57.381
2012-03-20T18:00:00Z,124.651,-57.406
2012-03-21T00:00:00Z,124.761,-57.403
2012-03-21T06:00:00Z,124.851,-57.403
2012-03-21T12:00:00Z,124.98,-57.385
2012-03-21T18:00:00Z,125.055,-57.321
2012-03-22T00:00:00Z,125.123,-57.278
2012-03-22T06:00:00Z,125.178,-57.227
2012-03-22T12:00:00Z,125.216,-57.189
2012-03-22T18:00:00Z,125.267,-57.153
2012-03-23T00:00:00Z,125.278,-57.125
2012-03-23T06:00:00Z,125.316,-57.117
2012-03-23T12:00:00Z,125.365,-57.099
2012-03-23T18:00:00Z,125.425,-57.082
2012-03-24T00:00:00Z,125.44,-57.044
2012-03-24T06:00:00Z,125.413,-57.025
2012-03-24T12:00:00Z,125.428,-57.011
2012-03-24T18:00:00Z,125.44,-56.959
2012-03-25T00:00:00Z,125.42,-56.918
2012-03-25T06:00:00Z,125.41,-56.88
2012-03-25T12:00:00Z,125.383,-56.838
2012-03-25T18:00:00Z,125.362,-56.812
2012-03-26T00:00:00Z,125.35,-56.77
2012-03-26T06:00:00Z,125.342,-56.727
2012-03-26T12:00:00Z,125.32,-56.709
2012-03-26T18:00:00Z,125.31,-56.693
2012-03-27T00:00:00Z,125.326,-56.688
2012-03-27T06:00:00Z,125.395,-56.665
2012-03-27T12:00:00Z,125.392,-56.629
2012-03-27T18:00:00Z,125.406,-56.613
2012-03-28T00:00:00Z,125.412,-56.575
2012-03-28T06:00:00Z,125.4,-56.579
2012-03-28T12:00:00Z,125.438,-56.566
2012-03-28T18:00:00Z,125.448,-56.569
2012-03-29T00:00:00Z,125.48,-56.56
2012-03-29T06:00:00Z,125.471,-56.566
2012-03-29T12:00:00Z,125.498,-56.578
2012-03-29T18:00:00Z,125.492,-56.562
2012-03-30T00:00:00Z,125.488,-56.564
2012-03-30T06:00:00Z,125.508,-56.558
2012-03-30T12:00:00Z,125.475,-56.548
2012-03-30T18:00:00Z,125.47,-56.559
2012-03-31T00:00:00Z,125.426,-56.551
2012-03-31T06:00:00Z,125.355,-56.565
2012-03-31T12:00:00Z,125.287,-56.552
2012-03-31T18:00:00Z,125.215,-56.563
2012-04-01T00:00:00Z,125.211,-56.555
2012-04-01T06:00:00Z,125.129,-56.551
2012-04-01T12:00:00Z,125.065,-56.571
2012-04-01T18:00:00Z,125.003,-56.576
2012-04-02T00:00:00Z,124.955,-56.574
2012-04-02T06:00:00Z,124.895,-56.576
2012-04-02T12:00:00Z,124.825,-56.578
2012-04-02T18:00:00Z,124.765,-56.577
2012-04-03T00:00:00Z,124.697,-56.573
2012-04-03T06:00:00Z,124.635,-56.552
2012-04-03T12:00:00Z,124.612,-56.534
2012-04-03T18:00:00Z,124.6,-56.519
2012-04-04T00:00:00Z,124.618,-56.498
2012-04-04T06:00:00Z,124.63,-56.469
2012-04-04T12:00:00Z,124.638,-56.461
2012-04-04T18:00:00Z,124.658,-56.452
2012-04-05T00:00:00Z,124.66,-56.441
2012-04-05T06:00:00Z,124.67,-56.419
2012-04-05T12:00:00Z,124.688,-56.401
2012-04-05T18:00:00Z,124.716,-56.389
2012-04-06T00:00:00Z,124.756,-56.377
2012-04-06T06:00:00Z,124.788,-56.369
2012-04-06T12:00:00Z,124.818,-56.355
2012-04-06T18:00:00Z,124.83,-56.342
2012-04-07T00:00:00Z,124.865,-56.336
2012-04-07T06:00:00Z,124.862,-56.321
2012-04-07T12:00:00Z,124.868,-56.312
2012-04-07T18:00:00Z,124.88,-56.281
2012-04-08T00:00:00Z,124.888,-56.262
2012-04-08T06:00:00Z,124.91,-56.237
2012-04-08T12:00:00Z,124.91,-56.219
2012-04-08T18:00:00Z,124.926,-56.217
2012-04-09T00:00:00Z,124.95,-56.208
2012-04-09T06:00:00Z,124.966,-56.222
2012-04-09T12:00:00Z,124.998,-56.219
2012-04-09T18:00:00Z,125,-56.23
2012-04-10T00:00:00Z,125.045,-56.248
2012-04-10T06:00:00Z,125.062,-56.245
2012-04-10T12:00:00Z,125.066,-56.271
2012-04-10T18:00:00Z,125.137,-56.246
2012-04-11T00:00:00Z,125.12,-56.24
2012-04-11T06:00:00Z,125.167,-56.228
2012-04-11T12:00:00Z,125.162,-56.209
2012-04-11T18:00:00Z,125.195,-56.231
2012-04-12T00:00:00Z,125.238,-56.223
2012-04-12T06:00:00Z,125.256,-56.243
2012-04-12T12:00:00Z,125.317,-56.223
2012-04-12T18:00:00Z,125.328,-56.226
2012-04-13T00:00:00Z,125.421,-56.224
2012-04-13T06:00:00Z,125.45,-56.212
2012-04-13T12:00:00Z,125.513,-56.234
2012-04-13T18:00:00Z,125.56,-56.212
2012-04-14T00:00:00Z,125.574,-56.206
2012-04-14T06:00:00Z,125.635,-56.172
2012-04-14T12:00:00Z,125.64,-56.163
2012-04-14T18:00:00Z,125.705,-56.162
2012-04-15T00:00:00Z,125.728,-56.166
2012-04-15T06:00:00Z,125.765,-56.189
2012-04-15T12:00:00Z,125.808,-56.185
2012-04-15T18:00:00Z,125.828,-56.209
2012-04-16T00:00:00Z,125.897,-56.247
2012-04-16T06:00:00Z,125.987,-56.239
2012-04-16T12:00:00Z,126.016,-56.271
2012-04-16T18:00:00Z,126.085,-56.3
2012-04-17T00:00:00Z,126.081,-56.335
2012-04-17T06:00:00Z,126.143,-56.398
2012-04-17T12:00:00Z,126.154,-56.422
2012-04-17T18:00:00Z,126.174,-56.485
2012-04-18T00:00:00Z,126.247,-56.501
2012-04-18T06:00:00Z,126.24,-56.54
2012-04-18T12:00:00Z,126.295,-56.562
2012-04-18T18:00:00Z,126.263,-56.571
2012-04-19T00:00:00Z,126.295,-56.595
2012-04-19T06:00:00Z,126.284,-56.588
2012-04-19T12:00:00Z,126.286,-56.616
2012-04-19T18:00:00Z,126.31,-56.626
2012-04-20T00:00:00Z,126.31,-56.659
2012-04-20T06:00:00Z,126.347,-56.68
2012-04-20T12:00:00Z,126.332,-56.705
2012-04-20T18:00:00Z,126.354,-56.756
2012-04-21T00:00:00Z,126.435,-56.761
2012-04-21T06:00:00Z,126.411,-56.77
2012-04-21T12:00:00Z,126.455,-56.795
2012-04-21T18:00:00Z,126.417,-56.778
2012-04-22T00:00:00Z,126.415,-56.81
2012-04-22T06:00:00Z,126.422,-56.792
2012-04-22T12:00:00Z,126.381,-56.823
2012-04-22T18:00:00Z,126.445,-56.853
2012-04-23T00:00:00Z,126.425,-56.845
2012-04-23T06:00:00Z,126.426,-56.876
2012-04-23T12:00:00Z,126.434,-56.859
2012-04-23T18:00:00Z,126.391,-56.889
2012-04-24T00:00:00Z,126.445,-56.898
2012-04-24T06:00:00Z,126.413,-56.913
2012-04-24T12:00:00Z,126.481,-56.941
2012-04-24T18:00:00Z,126.492,-56.934
2012-04-25T00:00:00Z,126.531,-56.961
2012-04-25T06:00:00Z,126.597,-56.964
2012-04-25T12:00:00Z,126.645,-56.97
2012-04-25T18:00:00Z,126.705,-56.963
2012-04-26T00:00:00Z,126.746,-56.964
2012-04-26T06:00:00Z,126.805,-56.959
2012-04-26T12:00:00Z,126.846,-56.93
2012-04-26T18:00:00Z,126.915,-56.917
2012-04-27T00:00:00Z,126.94,-56.912
2012-04-27T06:00:00Z,126.95,-56.926
2012-04-27T12:00:00Z,126.924,-56.897
2012-04-27T18:00:00Z,126.908,-56.876
2012-04-28T00:00:00Z,126.928,-56.845
2012-04-28T06:00:00Z,126.938,-56.838
2012-04-28T12:00:00Z,126.968,-56.836
